unique id,submission type,timestamp,citizenship,residence,gender,degrees held,occupation,career experience,academic field,area of interest,event participation,skills,how heard
84993685,submitted,7/11/16 14:14,Australia,United Kingdom,female,bachelors,"graduate-professional student, nonacademic staff",6-10 years,Social Sciences - Other social sciences,open_education,openeducationweek,"blogging, socialmedia, video, other, 'workshop design",twitter
23859488,submitted,7/11/16 14:15,Kenya,Kenya,male,bachelors,graduate-professonal student,0-1 years,Natural Sciences - Mathematics,open_research,opendataday,research,friend
38181932,submitted,7/11/16 14:16,Nigeria,Nigeria,female,"bachelors, masters","phd candidate, researcher, librarian",1-5 years,Natural Sciences - Computer and information sciences,open_education,openeducationweek,"advocacy, volunteers, research","websearch, poster, friend"
83587099,submitted,7/11/16 14:16,Indonesia,Indonesia,male,none,undergraduate student,0-1 years,Medicine/Health Sciences - Clinical medicine,open_education,"openaccessweek, openeducationweek, opendataday","advocacy, comms, events","websearch, facebook"
13432864,submitted,7/11/16 14:17,South Korea,United States of America,female,none,undergraduate student,0-1 years,Natural Sciences - Biological sciences,open_science,openeducationweek,"socialmedia, volunteers","facebook, friend"
25508338,submitted,7/11/16 14:19,Kenya,Kenya,male,bachelors,developer,1-5 years,Engineering/Technology - Other engineering and technologies,open_source,none,"blogging, socialmedia, graphics, video",websearch
95274989,submitted,7/11/16 14:20,India,India,female,phd,educator,16+ years,Humanities - Languages and literature,open_access,openaccessweek,"blogging, comms, community, volunteers, research","twitter, facebook, blogpost, friend"
49004217,submitted,7/11/16 14:20,Kenya,Kenya,female,bachelors,"graduate-professional student, businessperson",1-5 years,Social Sciences - Economics and business,open_education,openeducationweek,"fudraising, volunteers",friend
92071601,submitted,7/11/16 14:20,Nigeria,Nigeria,male,bachelors,businessperson,6-10 years,Social Sciences - Economics and business,open_education,openeducationweek,"socialmedia, volunteers, other, 'preacher of the Gospel of Christ",friend
61931095,submitted,7/11/16 14:21,Bangladesh,Bangladesh,male,"bachelors, other professional",medical professional,1-5 years,Medicine/Health Sciences - Other medical sciences,open_access,openaccessweek,blogging,facebook
49534459,submitted,7/11/16 14:21,Philippines,Philippines,female,none,"undergraduate student, journalist",0-1 years,Social Sciences - Media and communications,open_education,"openaccessweek, openeducationweek, opendataday","blogging, comms, socialmedia, events, volunteers, video, other, 'Marketing, External and Public Relations, Photography, Videography",facebook
39008583,submitted,7/11/16 14:21,Ghana,Ghana,male,none,"undergraduate student, businessperson",0-1 years,Engineering/Technology - Civil engineering,open_education,none,"graphics, video, research",friend
51813421,submitted,7/11/16 14:24,Pakistan,Pakistan,female,none,"undergraduate student, medical professional",0-1 years,Medicine/Health Sciences - Clinical medicine,open_science,none,"comms, socialmedia, volunteers, research",facebook
55235728,submitted,7/11/16 14:24,Ghana,Ghana,female,masters,"phd candidate, librarian",6-10 years,Social Sciences - Educational sciences,open_research,openaccessweek,research,friend
36561004,submitted,7/11/16 14:24,Sudan,Sudan,male,none,undergraduate student,0-1 years,Medicine/Health Sciences - Clinical medicine,open_access,openaccessweek,"advocacy, comms, community, volunteers","websearch, mailinglist, friend"
81287573,submitted,7/11/16 14:25,Kosovo,Kosovo,female,"masters, other professional","researcher, government, nonprofit",1-5 years,Social Sciences - Political Science,open_research,"openaccessweek, openeducationweek, opendataday","advocacy, community, fudraising, volunteers, software",facebook
14659628,submitted,7/11/16 14:25,Liberia,Liberia,female,bachelors,"undergraduate student, educator, researcher",1-5 years,Engineering/Technology - Chemical engineering,open_education,"openaccessweek, openeducationweek","advocacy, comms, socialmedia, events, volunteers","facebook, friend"
76706767,submitted,7/11/16 14:25,Canada,Canada,female,"bachelors, masters, other professional",phd candidate,11-15 years,Social Sciences - Political Science,open_access,openaccessweek,"advocacy, comms, community, socialmedia, events, research, other, 'qualitative research",organization
10437004,submitted,7/11/16 14:26,Gambia,Gambia,female,other certification,medical professional,0-1 years,Medicine/Health Sciences - Clinical medicine,open_education,openeducationweek,"advocacy, socialmedia, fudraising, events, volunteers",friend
72824157,submitted,7/11/16 14:26,Kenya,Kenya,female,bachelors,businessperson,1-5 years,Social Sciences - Educational sciences,open_education,"openaccessweek, openeducationweek","comms, socialmedia, fudraising, volunteers, research",facebook
18833039,submitted,7/11/16 14:26,Nigeria,Nigeria,male,none,undergraduate student,0-1 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_source,openaccessweek,"video, software","websearch, friend"
77754350,submitted,7/11/16 14:26,Belgium,Belgium,male,bachelors,graduate-professonal student,0-1 years,Humanities - History and archaeology,open_access,openaccessweek,"blogging, comms, socialmedia, video, research",websearch
33002904,submitted,7/11/16 14:27,Ghana,Ghana,male,none,"undergraduate student, developer, businessperson",0-1 years,Natural Sciences - Computer and information sciences,open_science,none,"comms, socialmedia, graphics, video, other, 'Photography.","websearch, friend"
69741320,submitted,7/11/16 14:27,Zimbabwe,Zimbabwe,female,"bachelors, masters","researcher, businessperson",1-5 years,Social Sciences - Economics and business,open_education,none,"comms, socialmedia, fudraising, events",facebook
11361567,submitted,7/11/16 14:29,Tanzania,Tanzania,female,"bachelors, other professional","graduate-professional student, researcher, librarian",1-5 years,Social Sciences - Educational sciences,open_science,openaccessweek,"blogging, comms, other, 'Computer literate, Information searching skills","websearch, twitter, facebook, mailinglist, friend"
25408392,submitted,7/11/16 14:29,Gambia,Gambia,male,other certification,undergraduate student,1-5 years,Natural Sciences - Computer and information sciences,open_education,"openaccessweek, openeducationweek","fudraising, events",websearch
15713083,submitted,7/11/16 14:29,Nepal,Nepal,male,masters,"graduate-professional student, journalist, philanthropist",1-5 years,Social Sciences - Sociology,open_access,openeducationweek,"advocacy, blogging, comms, community, socialmedia, volunteers, research, software, other, 'Sound-editing, data-analyzing, project-managing","facebook, blogpost"
47351713,submitted,7/11/16 14:30,India,India,male,none,"undergraduate student, medical professional",0-1 years,Medicine/Health Sciences - Clinical medicine,open_education,"openaccessweek, openeducationweek","advocacy, blogging, comms, community, socialmedia, events, volunteers",friend
35739296,submitted,7/11/16 14:31,Albania,Albania,female,masters,"educator, nonprofit",1-5 years,Social Sciences - Law,open_government,opendataday,"advocacy, comms, community, fudraising, volunteers",facebook
72996872,submitted,7/11/16 14:32,Kenya,Kenya,male,bachelors,graduate-professonal student,0-1 years,Natural Sciences - Mathematics,open_research,opendataday,"research, other, 'Accounting",organization
90673471,submitted,7/11/16 14:32,Nigeria,United Kingdom,female,"bachelors, masters",phd candidate,1-5 years,Natural Sciences - Other natural sciences,open_access,"openaccessweek, openeducationweek, opendataday","other, 'ecological survey",websearch
19734612,submitted,7/11/16 14:32,Ukraine,Russia,female,"bachelors, masters","graduate-professional student, researcher, lawyer",1-5 years,Social Sciences - Law,open_science,none,"advocacy, comms, events, research",facebook
20761458,submitted,7/11/16 14:33,Uganda,Uganda,male,bachelors,"graduate-professional student, researcher, nonprofit",1-5 years,Social Sciences - Sociology,open_access,"openaccessweek, openeducationweek, opendataday","advocacy, community, fudraising, volunteers",friend
97261145,submitted,7/11/16 14:33,Nigeria,Nigeria,female,none,"undergraduate student, nonprofit, businessperson",0-1 years,Social Sciences - Psychology,open_research,none,"blogging, comms, events, volunteers",friend
39829152,submitted,7/11/16 14:33,Rwanda,Rwanda,female,bachelors,undergraduate student,0-1 years,Medicine/Health Sciences - Clinical medicine,open_education,"openaccessweek, openeducationweek, opendataday","advocacy, community",friend
66624529,submitted,7/11/16 14:34,Nigeria,Nigeria,male,bachelors,"researcher, businessperson",6-10 years,Social Sciences - Economics and business,open_education,openeducationweek,"advocacy, socialmedia, research",other: www.nairaland.com
85549393,submitted,7/11/16 14:35,Nigeria,Nigeria,male,"bachelors, other professional",undergraduate student,11-15 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_access,none,"advocacy, blogging, comms, community, socialmedia, fudraising, events, volunteers",websearch
41731193,submitted,7/11/16 14:35,Nigeria,Nigeria,male,bachelors,graduate-professonal student,0-1 years,Agricultural Sciences - Animal and dairy science,open_science,none,"community, socialmedia, volunteers, graphics, research, other, 'Web Development","websearch, friend"
96859465,submitted,7/11/16 14:36,Kenya,Kenya,female,masters,librarian,16+ years,Natural Sciences - Computer and information sciences,open_access,openaccessweek,community,friend
35661466,submitted,7/11/16 14:36,Nigeria,Nigeria,male,masters,"graduate-professional student, researcher, nonprofit",1-5 years,Social Sciences - Other social sciences,open_government,none,"advocacy, comms, community, socialmedia, fudraising, volunteers",websearch
43353663,submitted,7/11/16 14:36,Pakistan,Pakistan,female,other degree,"graduate-professional student, government",1-5 years,Natural Sciences - Mathematics,open_science,"openaccessweek, openeducationweek, opendataday",research,websearch
73902594,submitted,7/11/16 14:36,Hungary,Hungary,female,phd,"postdoc, researcher, government",6-10 years,Humanities - Languages and literature,open_research,openaccessweek,"advocacy, comms, events, volunteers",organization
80701713,submitted,7/11/16 14:37,Kenya,Kenya,female,"bachelors, masters","phd candidate, researcher",6-10 years,"Agricultural Sciences - Agriculture, forestry, and fisheries",open_research,"openaccessweek, opendataday","community, fudraising, events",organization
25010443,submitted,7/11/16 14:37,Nigeria,Nigeria,female,bachelors,"researcher, publisher, nonprofit",1-5 years,Natural Sciences - Biological sciences,open_education,openeducationweek,"blogging, socialmedia, events, volunteers, software","websearch, other: personal search"
39467665,submitted,7/11/16 14:37,India,Malaysia,female,masters,phd candidate,1-5 years,Humanities - Other humanities,open_access,openaccessweek,"comms, research",websearch
